Px016979	XP_011566912.1
Px013984	XP_011562705.1
Px013985	XP_011562268.1
Px013987	XP_011569316.1
Px013988	XP_011562277.1
Px013989	XP_011562287.1
Px013990	XP_011562717.1
Px013992	XP_011558185.1
Px013993	XP_011567741.1
Px013994	XP_011565098.1
Px013995	XP_011565096.1
Px013997	XP_011562330.1
Px013998	XP_011562750.1
Px014000	XP_011559280.1
Px014001	XP_011562760.1
Px014002	XP_011562769.1
Px014003	XP_011556037.1
Px014004	XP_011562348.1
Px014005	XP_011562358.1
Px014006	XP_011562781.1
Px014007	XP_011562408.1
Px014008	XP_011562419.1
Px014010	XP_011562439.1
Px014011	XP_011562446.1
Px014012	XP_011562469.1
Px014013	XP_011562496.1
Px014014	XP_011562514.1
Px014015	XP_011562789.1
Px014016	XP_011562789.1
Px014018	XP_011562800.1
Px014019	XP_011562527.1
Px014020	XP_011562549.1
Px014021	XP_011562842.1
Px014022	XP_011562579.1
Px008411	XP_011557506.1
Px008412	XP_011557506.1
Px008413	XP_011556217.1
Px008414	XP_011557517.1
Px008415	XP_011557528.1
Px008416	XP_011557528.1
Px008417	XP_011557539.1
Px008418	XP_011556157.1
Px008419	XP_011556178.1
Px008420	XP_011557553.1
Px008421	XP_011557563.1
Px008422	XP_011556197.1
Px008423	XP_011556206.1
Px008424	XP_011556225.1
Px008425	XP_011556245.1
Px008426	XP_011557571.1
Px008427	XP_011557589.1
Px008428	XP_011556287.1
Px008429	XP_011556298.1
Px008430	XP_011556310.1
Px008431	XP_011556321.1
Px008432	XP_011556332.1
Px008434	XP_011556342.1
Px008435	XP_011556354.1
Px008436	XP_011557608.1
Px008437	XP_011556372.1
Px008438	XP_011556391.1
Px008439	XP_011567060.1
Px008440	XP_011556429.1
Px008441	XP_011556441.1
Px008442	XP_011556473.1
Px008443	XP_011556473.1
Px008444	XP_011557618.1
Px008445	XP_011556493.1
Px008447	XP_011557629.1
Px008448	XP_011557640.1
Px008449	XP_011556510.1
Px008450	XP_011556520.1
Px008451	XP_011556529.1
Px008452	XP_011566236.1
Px008453	XP_011556558.1
Px008454	XP_011556566.1
Px008455	XP_011566232.1
Px008456	XP_011556587.1
Px008457	XP_011556659.1
Px008458	XP_011556664.1
Px008459	XP_011556675.1
Px008460	XP_011557649.1
Px008461	XP_011557660.1
Px008463	XP_011557672.1
Px008464	XP_011556693.1
Px008465	XP_011557683.1
Px008466	XP_011557694.1
Px008467	XP_011557708.1
Px008468	XP_011556764.1
Px008469	XP_011556770.1
Px008470	XP_011556772.1
Px008471	XP_011557749.1
Px008472	XP_011556794.1
Px008473	XP_011557763.1
Px008474	XP_011556832.1
Px008475	XP_011556843.1
Px008476	XP_011556851.1
Px008478	XP_011557773.1
Px008479	XP_011556859.1
Px008480	XP_011557795.1
Px008481	XP_011556881.1
Px008482	XP_011556892.1
Px008483	XP_011557836.1
Px008484	XP_011556443.1
Px008486	XP_011556921.1
Px008487	XP_011557847.1
Px008488	XP_011557857.1
Px008489	XP_011557867.1
Px008490	XP_011557878.1
Px008491	XP_011557889.1
Px008492	XP_011557901.1
Px008493	XP_011557910.1
Px008494	XP_011556952.1
Px008495	XP_011557925.1
Px008496	XP_011557006.1
Px008497	XP_011557933.1
Px008498	XP_011568133.1
Px008499	XP_011557046.1
Px008500	XP_011557056.1
Px008501	XP_011557066.1
Px008502	XP_011557085.1
Px008503	XP_011557176.1
Px008504	XP_011557189.1
Px008505	XP_011557200.1
Px008506	XP_011557238.1
Px008507	XP_011557262.1
Px008508	XP_011557250.1
Px008509	XP_011557274.1
Px008510	XP_011557284.1
Px008511	XP_011557284.1
Px008512	XP_011557295.1
Px008513	XP_011557971.1
Px008515	XP_011557340.1
Px008516	XP_011557367.1
Px008517	XP_011557376.1
Px008518	XP_011557386.1
Px008519	XP_011557982.1
Px008520	XP_011557397.1
Px008521	XP_011557992.1
Px008522	XP_011558002.1
Px008523	XP_011567342.1
Px008524	XP_011557433.1
Px008525	XP_011558015.1
Px008527	XP_011561532.1
Px008528	XP_011557444.1
Px008529	XP_011557444.1
Px008530	XP_011554287.1
Px008531	XP_011558037.1
Px008532	XP_011558062.1
Px008533	XP_011557485.1
Px008534	XP_011557485.1
Px008535	XP_011557485.1
Px008537	XP_011557496.1
Px016103	XP_011567175.1
Px016104	XP_011566528.1
Px016105	XP_011566529.1
Px016109	XP_011566532.1
Px016110	XP_011566533.1
Px016114	XP_011566534.1
Px016115	XP_011566539.1
Px016116	XP_011566540.1
Px016117	XP_011566541.1
Px016118	XP_011566543.1
Px016119	XP_011566547.1
Px016121	XP_011565485.1
Px016122	XP_011566550.1
Px016124	XP_011567368.1
Px016126	XP_011566551.1
Px006173	XP_011559203.1
Px006174	XP_011553748.1
Px006175	XP_011552920.1
Px006176	XP_011559274.1
Px006177	XP_011559204.1
Px006178	XP_011559206.1
Px006179	XP_011559185.1
Px006180	XP_011559186.1
Px006181	XP_011559190.1
Px006182	XP_011559192.1
Px006183	XP_011559207.1
Px006184	XP_011559207.1
Px006185	XP_011559193.1
Px006186	XP_011559199.1
Px006187	XP_011559200.1
Px001772	XP_011567878.1
Px013687	XP_011565056.1
Px013689	XP_011565057.1
Px013691	XP_011565058.1
Px013692	XP_011562772.1
Px012934	XP_011564622.1
Px012935	XP_011564623.1
Px012936	XP_011562457.1
Px012937	XP_011564624.1
Px016190	XP_011566425.1
Px016191	XP_011566424.1
Px004455	XP_011554147.1
Px017875	XP_011567293.1
Px017877	XP_011567295.1
Px017878	XP_011567297.1
Px017879	XP_011567173.1
Px017880	XP_011567614.1
Px017881	XP_011567272.1
Px017882	XP_011567298.1
Px017884	XP_011566990.1
Px017885	XP_011565675.1
Px002745	XP_011566456.1
Px002956	XP_011568045.1
Px017454	XP_011566947.1
Px017455	XP_011566951.1
Px017456	XP_011566949.1
Px000587	XP_011567542.1
Px002738	XP_011562070.1
Px004927	XP_011558068.1
Px004928	XP_011558071.1
Px004929	XP_011558072.1
Px004931	XP_011558072.1
Px004932	XP_011558032.1
Px004933	XP_011558042.1
Px004934	XP_011558041.1
Px004935	XP_011558073.1
Px004936	XP_011558074.1
Px004937	XP_011558075.1
Px004938	XP_011558043.1
Px004940	XP_011558045.1
Px004941	XP_011558047.1
Px004942	XP_011558051.1
Px004943	XP_011558076.1
Px004944	XP_011558052.1
Px004945	XP_011558053.1
Px004946	XP_011558054.1
Px004947	XP_011558055.1
Px004948	XP_011558058.1
Px004949	XP_011558077.1
Px004950	XP_011558061.1
Px004951	XP_011558063.1
Px004953	XP_011558233.1
Px004954	XP_011558232.1
Px004955	XP_011558078.1
Px004956	XP_011558079.1
Px011617	XP_011563708.1
Px011618	XP_011563717.1
Px011619	XP_011563710.1
Px011620	XP_011563712.1
Px011621	XP_011563714.1
Px011622	XP_011563718.1
Px011623	XP_011563719.1
Px011624	XP_011563720.1
Px011625	XP_011563721.1
Px011626	XP_011563723.1
Px011627	XP_011563724.1
Px011628	XP_011563716.1
Px009011	XP_011561214.1
Px009012	XP_011561216.1
Px009013	XP_011561217.1
Px009014	XP_011561200.1
Px009015	XP_011561202.1
Px009017	XP_011561206.1
Px009018	XP_011561208.1
Px009019	XP_011561210.1
Px009020	XP_011561209.1
Px009021	XP_011561211.1
Px009022	XP_011561212.1
Px009023	XP_011566555.1
Px009024	XP_011561219.1
Px009025	XP_011561221.1
Px009026	XP_011566577.1
Px009027	XP_011561222.1
Px002507	XP_011568003.1
Px003501	XP_011568097.1
Px017631	XP_011567196.1
Px017632	XP_011567196.1
Px017633	XP_011569161.1
Px017634	XP_011567197.1
Px004139	XP_011568157.1
Px014937	XP_011565026.1
Px014938	XP_011565025.1
Px014939	XP_011565026.1
Px014940	XP_011565024.1
Px014941	XP_011565027.1
Px005844	XP_011554625.1
Px005845	XP_011554625.1
Px005846	XP_011554636.1
Px005847	XP_011554656.1
Px005848	XP_011555775.1
Px005849	XP_011567684.1
Px005850	XP_011557967.1
Px005851	XP_011554714.1
Px005852	XP_011554727.1
Px005853	XP_011554738.1
Px005854	XP_011554776.1
Px005855	XP_011554758.1
Px005856	XP_011555785.1
Px005857	XP_011555796.1
Px005858	XP_011552036.1
Px005859	XP_011555807.1
Px005860	XP_011554834.1
Px005861	XP_011554847.1
Px005862	XP_011552240.1
Px005864	XP_011554865.1
Px005865	XP_011554896.1
Px005866	XP_011554906.1
Px005867	XP_011554927.1
Px005868	XP_011551744.1
Px005869	XP_011554961.1
Px005870	XP_011554973.1
Px005871	XP_011554984.1
Px005872	XP_011554995.1
Px005873	XP_011555006.1
Px005874	XP_011555018.1
Px005875	XP_011555027.1
Px005876	XP_011555038.1
Px005877	XP_011555038.1
Px005878	XP_011555047.1
Px005879	XP_011555077.1
Px005880	XP_011555057.1
Px005881	XP_011555104.1
Px005882	XP_011555086.1
Px005883	XP_011555116.1
Px005884	XP_011555126.1
Px005885	XP_011555902.1
Px005886	XP_011555137.1
Px005887	XP_011555157.1
Px005888	XP_011555168.1
Px005889	XP_011551348.1
Px005890	XP_011555961.1
Px005891	XP_011555195.1
Px005892	XP_011555229.1
Px005893	XP_011565828.1
Px005894	XP_011565829.1
Px005895	XP_011555268.1
Px005896	XP_011555287.1
Px005897	XP_011555301.1
Px005898	XP_011555312.1
Px005899	XP_011555320.1
Px005900	XP_011555331.1
Px005901	XP_011555331.1
Px005902	XP_011555354.1
Px005903	XP_011555391.1
Px005904	XP_011555995.1
Px005905	XP_011556007.1
Px005906	XP_011555424.1
Px005909	XP_011555448.1
Px005910	XP_011555467.1
Px005912	XP_011564377.1
Px005914	XP_011555487.1
Px005917	XP_011555516.1
Px005918	XP_011555507.1
Px005919	XP_011553910.1
Px005920	XP_011556025.1
Px005921	XP_011555546.1
Px005922	XP_011555546.1
Px005923	XP_011556036.1
Px005924	XP_011555567.1
Px005925	XP_011556046.1
Px005926	XP_011555577.1
Px005927	XP_011556053.1
Px005928	XP_011556064.1
Px005929	XP_011555617.1
Px005930	XP_011555626.1
Px005931	XP_011556075.1
Px005932	XP_011556084.1
Px005933	XP_011556108.1
Px005934	XP_011555728.1
Px005935	XP_011555690.1
Px005936	XP_011555701.1
Px005937	XP_011555683.1
Px015396	XP_011549545.1
Px015397	XP_011549547.1
Px015398	XP_011549512.1
Px015401	XP_011549549.1
Px015402	XP_011549515.1
Px015403	XP_011549516.1
Px015405	XP_011551553.1
Px015406	XP_011549517.1
Px015407	XP_011549518.1
Px015409	XP_011549550.1
Px015410	XP_011549520.1
Px015411	XP_011549522.1
Px015412	XP_011549524.1
Px015413	XP_011549525.1
Px015414	XP_011561843.1
Px015415	XP_011549553.1
Px015416	XP_011549529.1
Px015417	XP_011549554.1
Px015418	XP_011549555.1
Px015419	XP_011549530.1
Px015420	XP_011549532.1
Px015422	XP_011549533.1
Px015423	XP_011549535.1
Px015424	XP_011549539.1
Px015425	XP_011554426.1
Px015426	XP_011549540.1
Px015427	XP_011552131.1
Px015428	XP_011549556.1
Px013597	XP_011565119.1
Px013598	XP_011565122.1
Px013599	XP_011565128.1
Px013600	XP_011565129.1
Px013601	XP_011565122.1
Px013602	XP_011565123.1
Px013605	XP_011565127.1
Px013606	XP_011565130.1
Px003302	XP_011558452.1
Px003303	XP_011569019.1
Px003305	XP_011557072.1
Px003306	XP_011550476.1
Px003307	XP_011557083.1
Px003308	XP_011550579.1
Px003309	XP_011550580.1
Px003310	XP_011550478.1
Px003311	XP_011550477.1
Px003312	XP_011556483.1
Px003313	XP_011567492.1
Px003314	XP_011550478.1
Px003315	XP_011550482.1
Px003316	XP_011550484.1
Px003317	XP_011550581.1
Px003318	XP_011550485.1
Px003319	XP_011550486.1
Px003320	XP_011550490.1
Px003321	XP_011550491.1
Px003322	XP_011550492.1
Px003323	XP_011559184.1
Px003324	XP_011563538.1
Px003325	XP_011550582.1
Px003326	XP_011550495.1
Px003327	XP_011560813.1
Px003328	XP_011550586.1
Px003329	XP_011550496.1
Px003330	XP_011550497.1
Px003331	XP_011550587.1
Px003332	XP_011550500.1
Px003333	XP_011550503.1
Px003334	XP_011550504.1
Px003335	XP_011550588.1
Px003336	XP_011550508.1
Px003338	XP_011550513.1
Px003339	XP_011550510.1
Px003340	XP_011550512.1
Px003341	XP_011550590.1
Px003342	XP_011550591.1
Px003343	XP_011550591.1
Px003344	XP_011550515.1
Px003345	XP_011550516.1
Px003346	XP_011550519.1
Px003347	XP_011550520.1
Px003348	XP_011550593.1
Px003349	XP_011550521.1
Px003350	XP_011550522.1
Px003351	XP_011550524.1
Px003352	XP_011550525.1
Px003353	XP_011550594.1
Px003354	XP_011550530.1
Px003355	XP_011550534.1
Px003356	XP_011550535.1
Px003357	XP_011550539.1
Px003358	XP_011550540.1
Px003359	XP_011550541.1
Px003360	XP_011550552.1
Px003361	XP_011550553.1
Px003362	XP_011550595.1
Px003363	XP_011550554.1
Px003364	XP_011550554.1
Px003365	XP_011550558.1
Px003366	XP_011550560.1
Px003367	XP_011550561.1
Px003368	XP_011550562.1
Px003369	XP_011550563.1
Px003370	XP_011550564.1
Px003371	XP_011565062.1
Px003372	XP_011550566.1
Px003373	XP_011550567.1
Px003374	XP_011550571.1
Px003375	XP_011550569.1
Px003376	XP_011550570.1
Px003377	XP_011550596.1
Px003378	XP_011550573.1
Px003379	XP_011550597.1
Px003380	XP_011554846.1
Px016787	XP_011566569.1
Px016788	XP_011569265.1
Px015884	XP_011566320.1
Px015885	XP_011556064.1
Px015886	XP_011555617.1
Px015887	XP_011566322.1
Px015888	XP_011556084.1
Px010652	XP_011566631.1
Px010653	XP_011562874.1
Px010654	XP_011562875.1
Px010655	XP_011562876.1
Px010657	XP_011548769.1
Px010658	XP_011567314.1
Px010659	XP_011562878.1
Px010660	XP_011562878.1
Px010661	XP_011562879.1
Px010662	XP_011562869.1
Px010663	XP_011552920.1
Px010664	XP_011562880.1
Px010665	XP_011562870.1
Px010666	XP_011562871.1
Px010667	XP_011562881.1
Px010916	XP_011563063.1
Px010917	XP_011563063.1
Px010918	XP_011563064.1
Px010919	XP_011563065.1
Px010920	XP_011563066.1
Px010921	XP_011563075.1
Px010922	XP_011563067.1
Px010923	XP_011563072.1
Px010924	XP_011563074.1
Px010925	XP_011561394.1
Px010926	XP_011563077.1
Px010927	XP_011561405.1
Px016878	XP_011566739.1
Px014243	XP_011565218.1
Px014246	XP_011565219.1
Px014247	XP_011565233.1
Px014248	XP_011565220.1
Px014249	XP_011565234.1
Px014250	XP_011565224.1
Px014251	XP_011565223.1
Px014252	XP_011565222.1
Px014253	XP_011565235.1
Px014255	XP_011565236.1
Px014256	XP_011565236.1
Px014257	XP_011565236.1
Px014258	XP_011565225.1
Px014259	XP_011565226.1
Px014260	XP_011565227.1
Px014261	XP_011565238.1
Px014262	XP_011565238.1
Px014263	XP_011565230.1
Px014264	XP_011565612.1
Px014265	XP_011565228.1
Px014266	XP_011565612.1
Px001357	XP_011567734.1
Px001358	XP_011567729.1
Px001359	XP_011567732.1
Px016583	XP_011566559.1
Px011895	XP_011563890.1
Px011896	XP_011563886.1
Px001577	XP_011567830.1
Px003136	XP_011563798.1
Px017648	XP_011567215.1
Px017649	XP_011567216.1
Px017650	XP_011567218.1
Px017654	XP_011567213.1
Px017656	XP_011567221.1
Px017657	XP_011567222.1
Px017659	XP_011567223.1
Px017660	XP_011567224.1
Px012571	XP_011564557.1
Px012572	XP_011564562.1
Px012573	XP_011564558.1
Px012574	XP_011557013.1
Px012576	XP_011557013.1
Px012577	XP_011564559.1
Px012578	XP_011564560.1
Px012579	XP_011564561.1
Px012580	XP_011564564.1
Px011438	XP_011563358.1
Px011439	XP_011556379.1
Px011440	XP_011563365.1
Px011441	XP_011563366.1
Px011442	XP_011563356.1
Px011443	XP_011563357.1
Px005209	XP_011558188.1
Px005210	XP_011558190.1
Px005211	XP_011558213.1
Px005212	XP_011559279.1
Px005213	XP_011558194.1
Px005214	XP_011558196.1
Px005215	XP_011558198.1
Px005216	XP_011558214.1
Px005217	XP_011558199.1
Px005218	XP_011565263.1
Px005219	XP_011558216.1
Px005221	XP_011558217.1
Px005222	XP_011558217.1
Px005223	XP_011558219.1
Px005224	XP_011558220.1
Px005225	XP_011558201.1
Px005226	XP_011558202.1
Px005227	XP_011558205.1
Px005228	XP_011558221.1
Px005229	XP_011558208.1
Px005230	XP_011558207.1
Px005231	XP_011558222.1
Px005232	XP_011558209.1
Px005233	XP_011558210.1
Px001272	XP_011567722.1
Px002426	XP_011559120.1
Px001922	XP_011566434.1
Px001923	XP_011566847.1
Px009412	XP_011561654.1
Px009413	XP_011561656.1
Px009414	XP_011561657.1
Px009415	XP_011561660.1
Px009416	XP_011561663.1
Px009417	XP_011561668.1
Px009419	XP_011561664.1
Px009420	XP_011556201.1
Px009421	XP_011550982.1
Px009422	XP_011561669.1
Px009423	XP_011550172.1
Px009424	XP_011561671.1
Px017750	XP_011567312.1
Px017751	XP_011566714.1
Px008000	XP_011556470.1
Px008001	XP_011556471.1
Px008003	XP_011556490.1
Px008005	XP_011556491.1
Px008006	XP_011564005.1
Px008007	XP_011556491.1
Px008010	XP_011556492.1
Px008011	XP_011556477.1
Px008012	XP_011560250.1
Px008014	XP_011556479.1
Px008015	XP_011556482.1
Px008016	XP_011551371.1
Px008017	XP_011556483.1
Px008018	XP_011556496.1
Px008019	XP_011556497.1
Px008020	XP_011556484.1
Px008021	XP_011556486.1
Px008022	XP_011556487.1
Px008023	XP_011556488.1
Px008024	XP_011556488.1
Px008025	XP_011556500.1
Px003130	XP_011568068.1
Px004749	XP_011556561.1
Px004750	XP_011556586.1
Px004751	XP_011556565.1
Px004752	XP_011556567.1
Px004753	XP_011556568.1
Px004754	XP_011556569.1
Px004755	XP_011556570.1
Px004756	XP_011556572.1
Px004757	XP_011559222.1
Px004758	XP_011559243.1
Px004759	XP_011559242.1
Px004760	XP_011556591.1
Px004761	XP_011556578.1
Px004763	XP_011556579.1
Px004764	XP_011556580.1
Px004766	XP_011556594.1
Px004767	XP_011556595.1
Px004768	XP_011556581.1
Px004769	XP_011554649.1
Px004771	XP_011551703.1
Px004772	XP_011565815.1
Px004773	XP_011556596.1
Px004774	XP_011556598.1
Px004775	XP_011556598.1
Px004776	XP_011556599.1
Px004777	XP_011556039.1
Px016177	XP_011561219.1
Px010171	XP_011566034.1
Px010172	XP_011549372.1
Px010173	XP_011549374.1
Px010174	XP_011549376.1
Px010175	XP_011549413.1
Px010177	XP_011549415.1
Px010178	XP_011549380.1
Px010180	XP_011549381.1
Px010181	XP_011549382.1
Px010182	XP_011549384.1
Px010183	XP_011555421.1
Px010184	XP_011549390.1
Px010185	XP_011549417.1
Px010186	XP_011549396.1
Px010187	XP_011549396.1
Px010188	XP_011562106.1
Px010189	XP_011549399.1
Px010190	XP_011549397.1
Px010193	XP_011549397.1
Px010194	XP_011549418.1
Px010195	XP_011549402.1
Px010196	XP_011549404.1
Px010197	XP_011549404.1
Px010198	XP_011549405.1
Px010199	XP_011549420.1
Px010200	XP_011549407.1
Px010201	XP_011549420.1
Px010202	XP_011549406.1
Px010204	XP_011549420.1
Px010205	XP_011568417.1
Px010206	XP_011549421.1
Px010207	XP_011549422.1
Px010208	XP_011549411.1
Px010209	XP_011549422.1
Px010210	XP_011549422.1
Px000420	XP_011567444.1
Px000421	XP_011567445.1
Px000422	XP_011567446.1
Px000423	XP_011567447.1
Px000424	XP_011566631.1
Px014690	XP_011554544.1
Px014691	XP_011565712.1
Px014693	XP_011565717.1
Px000490	XP_011567440.1
Px005259	XP_011557564.1
Px005260	XP_011564479.1
Px005261	XP_011557565.1
Px005262	XP_011557566.1
Px005263	XP_011557567.1
Px005264	XP_011557568.1
Px005265	XP_011557582.1
Px005266	XP_011557585.1
Px005267	XP_011557569.1
Px005268	XP_011553921.1
Px005269	XP_011554433.1
Px005270	XP_011557572.1
Px005271	XP_011557573.1
Px005272	XP_011557590.1
Px005273	XP_011563237.1
Px005274	XP_011563244.1
Px005275	XP_011557577.1
Px005276	XP_011557591.1
Px005277	XP_011557578.1
Px005278	XP_011557594.1
Px005279	XP_011568932.1
Px005280	XP_011568832.1
Px005282	XP_011549445.1
Px005283	XP_011557596.1
Px005284	XP_011557580.1
Px017540	XP_011567151.1
Px017541	XP_011567152.1
Px006273	XP_011558953.1
Px006274	XP_011558955.1
Px006276	XP_011558956.1
Px006277	XP_011558957.1
Px006278	XP_011558959.1
Px006279	XP_011558961.1
Px006280	XP_011558964.1
Px006282	XP_011558965.1
Px006283	XP_011558966.1
Px006284	XP_011558968.1
Px006285	XP_011558982.1
Px006286	XP_011558969.1
Px006287	XP_011558971.1
Px006288	XP_011558983.1
Px006289	XP_011558985.1
Px006290	XP_011558987.1
Px006291	XP_011558988.1
Px006292	XP_011558972.1
Px006293	XP_011558974.1
Px006294	XP_011558976.1
Px006295	XP_011558978.1
Px006296	XP_011558977.1
Px006297	XP_011558979.1
Px006298	XP_011558981.1
Px006300	XP_011558990.1
Px006301	XP_011558991.1
Px001691	XP_011567848.1
Px001692	XP_011567849.1
Px001694	XP_011567850.1
Px001696	XP_011567852.1
Px001697	XP_011567853.1
Px001698	XP_011567854.1
Px000552	XP_011567533.1
Px000553	XP_011567535.1
Px004530	XP_011559775.1
Px004638	XP_011548332.1
Px004639	XP_011548332.1
Px004640	XP_011564279.1
Px004641	XP_011548333.1
Px004642	XP_011548397.1
Px004643	XP_011548335.1
Px004646	XP_011548336.1
Px004647	XP_011548398.1
Px004648	XP_011548337.1
Px004649	XP_011548339.1
Px004650	XP_011548400.1
Px004651	XP_011558413.1
Px004652	XP_011548404.1
Px004653	XP_011558824.1
Px004654	XP_011548342.1
Px004655	XP_011548344.1
Px004656	XP_011558822.1
Px004658	XP_011548346.1
Px004659	XP_011548347.1
Px004660	XP_011548348.1
Px004662	XP_011548405.1
Px004663	XP_011558827.1
Px004664	XP_011548349.1
Px004666	XP_011548408.1
Px004667	XP_011548351.1
Px004669	XP_011548352.1
Px004670	XP_011548412.1
Px004671	XP_011548355.1
Px004672	XP_011548356.1
Px004673	XP_011548361.1
Px004674	XP_011548415.1
Px004675	XP_011548362.1
Px004676	XP_011548418.1
Px004677	XP_011548365.1
Px004678	XP_011548366.1
Px004679	XP_011548370.1
Px004680	XP_011548368.1
Px004681	XP_011560910.1
Px004682	XP_011548419.1
Px004683	XP_011548420.1
Px004684	XP_011548371.1
Px004685	XP_011558989.1
Px004686	XP_011557479.1
Px004687	XP_011557479.1
Px004688	XP_011548421.1
Px004689	XP_011548372.1
Px004690	XP_011548422.1
Px004691	XP_011560406.1
Px004692	XP_011548375.1
Px004693	XP_011548376.1
Px004694	XP_011548378.1
Px004696	XP_011548380.1
Px004697	XP_011548423.1
Px004698	XP_011548381.1
Px004700	XP_011548383.1
Px004701	XP_011548425.1
Px004702	XP_011548385.1
Px004703	XP_011548386.1
Px004704	XP_011548388.1
Px004705	XP_011548426.1
Px004706	XP_011548389.1
Px004707	XP_011548390.1
Px004708	XP_011548391.1
Px004709	XP_011548393.1
Px004710	XP_011548392.1
Px004711	XP_011548394.1
Px004712	XP_011554211.1
Px002157	XP_011567942.1
Px015475	XP_011552853.1
Px015476	XP_011566956.1
Px015477	XP_011566956.1
Px015478	XP_011552814.1
Px015479	XP_011552816.1
Px015480	XP_011552815.1
Px015481	XP_011552817.1
Px015482	XP_011552818.1
Px015483	XP_011552854.1
Px015484	XP_011552819.1
Px015485	XP_011552856.1
Px015486	XP_011552856.1
Px015487	XP_011552858.1
Px015488	XP_011552858.1
Px015489	XP_011552859.1
Px015490	XP_011552822.1
Px015491	XP_011552822.1
Px015492	XP_011552823.1
Px015493	XP_011552860.1
Px015494	XP_011552861.1
Px015495	XP_011552824.1
Px015496	XP_011552826.1
Px015497	XP_011552862.1
Px015498	XP_011552864.1
Px015499	XP_011552827.1
Px015500	XP_011552828.1
Px015501	XP_011552655.1
Px015503	XP_011552865.1
Px015504	XP_011554128.1
Px015506	XP_011554127.1
Px015507	XP_011552837.1
Px015508	XP_011554144.1
Px015509	XP_011554144.1
Px015510	XP_011552841.1
Px015511	XP_011552846.1
Px015512	XP_011552848.1
Px015514	XP_011552849.1
Px015515	XP_011559754.1
Px015516	XP_011556936.1
Px008701	XP_011556355.1
Px008702	XP_011556356.1
Px008704	XP_011551371.1
Px008705	XP_011556357.1
Px008706	XP_011556325.1
Px008707	XP_011556326.1
Px008708	XP_011556330.1
Px008709	XP_011556331.1
